Minutes, Seconds, Cell Alive, Maximum Cell Count, Cells Died, Cells Died by Swelling, Cells Died by Lack of ATP, Cells Died by Lack of ATP that were Splitting, Cells Died in the last 30 Seconds, Cells Died in the last 30 Seconds (Swelling), Cells Died in the last 30 Seconds (ATP), Cells Died in the last 30 Seconds (ATP & Splitting), Cells Created, Cells Created in the last 30 Seconds, Average Cell Lifetime(in seconds), Cell Lifetime Standard Deviation, Average Cell Size, Cell Size Standard Deviation, Average Cell Length, Cell Length Standard Deviation, Flagellum Absolute, Flagellum Percent, Membrane Absolute, Membrane Percent, Energy Manager Absolute, Energy Manager percent, Splitting Manager Absolute, Splitting Manager Percent, Total Food, Total Poison
66,59,381,683,6126,5414,712,362,43,41,2,1,6457,29,217.344284,149.894989,5.735887,0.605061,5.013473,1.160408,6,0.015748,0,0.000000,307,0.805774,369,0.968504,347200.031250,0.007693
67,29,380,683,6173,5460,713,362,47,46,1,0,6503,46,202.228088,150.032089,5.725843,0.616099,5.015047,1.179863,5,0.013158,0,0.000000,314,0.826316,370,0.973684,347238.812500,0.002742
67,59,392,683,6203,5490,713,362,30,30,0,0,6545,42,196.469727,149.834793,5.705358,0.640276,5.037993,1.194593,8,0.020408,0,0.000000,319,0.813776,381,0.971939,347364.718750,0.000000
68,29,378,683,6243,5529,714,363,40,39,1,1,6571,26,202.108948,153.581726,5.716949,0.642221,5.088794,1.200646,8,0.021164,0,0.000000,312,0.825397,370,0.978836,348118.125000,0.001818
68,59,378,683,6272,5558,714,363,29,29,0,0,6600,29,203.940460,152.345932,5.727540,0.618779,5.097869,1.169821,9,0.023810,0,0.000000,308,0.814815,372,0.984127,347202.875000,0.001934
69,29,371,683,6315,5599,716,364,43,41,2,1,6636,36,198.218323,152.213043,5.766864,0.595554,5.083874,1.152250,9,0.024259,0,0.000000,297,0.800539,364,0.981132,347519.656250,0.001034
69,59,366,683,6348,5632,716,364,33,33,0,0,6664,28,198.695297,150.213333,5.763206,0.596289,5.088871,1.187194,11,0.030055,0,0.000000,298,0.814208,359,0.980874,347287.875000,0.000599
70,29,367,683,6378,5662,716,364,30,30,0,0,6695,31,200.314728,150.943207,5.786946,0.582734,5.129282,1.154432,9,0.024523,0,0.000000,299,0.814714,361,0.983651,347173.750000,0.000000
70,59,364,683,6411,5695,716,364,33,33,0,0,6725,30,199.454453,143.217010,5.832734,0.562640,5.111569,1.165165,10,0.027473,0,0.000000,295,0.810440,358,0.983516,347311.062500,0.000000
71,29,372,683,6446,5728,718,366,35,33,2,2,6768,43,193.463577,143.625305,5.855182,0.554296,5.148705,1.139478,9,0.024194,0,0.000000,302,0.811828,367,0.986559,347290.187500,0.000000
71,59,383,683,6477,5758,719,366,31,30,1,0,6810,42,191.338257,146.062180,5.863542,0.542459,5.109087,1.172079,9,0.023499,0,0.000000,311,0.812010,379,0.989556,347114.531250,0.000000
72,29,398,683,6503,5783,720,366,26,25,1,0,6851,41,192.230896,148.871445,5.849881,0.575375,5.115000,1.176484,10,0.025126,0,0.000000,327,0.821608,395,0.992462,347094.781250,0.000000
72,59,413,683,6532,5811,721,366,29,28,1,0,6895,44,189.380905,148.587936,5.839447,0.586468,5.167685,1.168210,11,0.026634,0,0.000000,339,0.820823,410,0.992736,347003.156250,0.000000
73,29,432,683,6561,5837,724,369,29,26,3,3,6943,48,189.749863,151.014496,5.829288,0.596575,5.168871,1.147534,12,0.027778,0,0.000000,356,0.824074,429,0.993056,346884.500000,0.000005
73,59,445,683,6596,5862,734,378,35,25,10,9,6991,48,191.599716,150.437149,5.832259,0.594452,5.153361,1.141659,13,0.029213,0,0.000000,357,0.802247,442,0.993258,346892.812500,0.000000
74,29,454,683,6629,5889,740,383,33,27,6,5,7033,42,193.363571,145.914474,5.823188,0.604981,5.101992,1.158907,15,0.033040,0,0.000000,361,0.795154,451,0.993392,347238.718750,0.000000
74,59,449,683,6668,5916,752,394,39,27,12,11,7067,34,200.527283,139.771011,5.813857,0.620383,5.131855,1.179274,14,0.031180,0,0.000000,360,0.801782,445,0.991091,347286.468750,0.000000
75,29,445,683,6705,5947,758,400,37,31,6,6,7100,33,207.525772,143.314880,5.823918,0.636709,5.120485,1.172050,16,0.035955,0,0.000000,353,0.793258,441,0.991011,347098.906250,0.004061
75,59,442,683,6738,5975,763,405,33,28,5,5,7130,30,215.803131,146.079178,5.825598,0.648970,5.145012,1.153444,16,0.036199,0,0.000000,355,0.803167,438,0.990950,347096.718750,0.000000
76,29,425,683,6784,6018,766,408,46,43,3,3,7159,29,217.700073,149.725754,5.835743,0.625570,5.171589,1.145766,14,0.032941,0,0.000000,346,0.814118,421,0.990588,347148.218750,0.000311
76,59,414,683,6821,6051,770,411,37,33,4,3,7185,26,221.100861,149.822968,5.813820,0.662328,5.196834,1.139930,15,0.036232,0,0.000000,335,0.809179,410,0.990338,347184.500000,0.000000
77,29,398,683,6859,6087,772,413,38,36,2,2,7207,22,225.581223,151.715424,5.826069,0.646336,5.167123,1.151163,15,0.037688,0,0.000000,325,0.816583,394,0.989950,347128.781250,0.000000
77,59,396,683,6893,6119,774,415,34,32,2,2,7239,32,226.558868,155.802231,5.814030,0.686889,5.208934,1.107805,13,0.032828,0,0.000000,329,0.830808,393,0.992424,347064.343750,0.000000
78,29,386,683,6936,6156,780,421,43,37,6,6,7272,33,225.888214,159.739426,5.832394,0.646615,5.222821,1.093746,12,0.031088,0,0.000000,324,0.839378,384,0.994819,347213.875000,0.000122
78,59,379,683,6973,6187,786,426,37,31,6,5,7302,30,225.770874,164.474579,5.857124,0.624015,5.250936,1.092039,10,0.026385,0,0.000000,324,0.854881,377,0.994723,347130.218750,0.000000
79,29,380,683,7020,6227,793,429,47,40,7,3,7350,48,211.484451,168.491730,5.884863,0.548857,5.255525,1.059240,11,0.028947,0,0.000000,320,0.842105,378,0.994737,347047.687500,0.007353
79,59,380,683,7055,6262,793,429,35,35,0,0,7385,35,205.747208,164.985550,5.838439,0.608770,5.268401,1.072098,11,0.028947,0,0.000000,318,0.836842,378,0.994737,347223.968750,0.000000
